,harvard_oxford,destrieux,diedrichsen,jhu,juelich,mist,yeo_networks7,yeo_networks17,component,cut_coords
907,Intracalcarine Cortex,L S_calcarine,Background,Posterior thalamic radiation (include optic radiation) R,WM Optic radiation L,MEDIAL_VISUAL_NETWORK_anterodorsal,VisCent,VisPeri,907,"[-25.64065275050301, -67.22807722087309, 2.7749587706344983]"
908,Angular Gyrus,L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule Pga L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultB,908,"[-61.54232288592172, -57.602182319702464, 34.11284983300686]"
909,Background,Background,Vermis VIIIb,Background,Background,CEREBELLUM_VIIIab,Background,Background,909,"[15.253102954543337, -66.01635688416829, -45.500882404195494]"
910,Background,L S_central,Background,Superior corona radiata R,WM Corticospinal tract L,SOMATOMOTOR_NETWORK_lateral,Background,Background,910,"[-25.045684537041268, -18.2335725885072, 38.40110438932348]"
911,Background,Background,Right VI,Unclassified,Background,CEREBELLUM_VI_anterior,Background,Background,911,"[31.99863427828359, -45.02020789392702, -36.40670067565006]"
912,Lingual Gyrus,R G_oc-temp_med-Lingual,Background,Background,GM Visual cortex V2 BA18 R,MEDIAL_VISUAL_NETWORK_anteroventral,VisCent,VisPeri,912,"[12.555781193517234, -58.17855396495031, 1.8690173422377114]"
913,Cuneal Cortex,R S_parieto_occipital,Background,Background,GM Visual cortex V2 BA18 R,MEDIODORSAL_VISUAL_NETWORK_anterior,VisCent,VisPeri,913,"[12.450248354963264, -76.76600480426424, 27.06922240625896]"
914,"Supramarginal Gyrus, anterior division",L G_postcentral,Background,Background,GM Primary somatosensory cortex BA2 L,right_POSTCENTRAL_SULCUS,DorsAttnB,DorsAttnB,914,"[-52.23828230684011, -31.616177620022867, 51.28707941191473]"
915,"Inferior Frontal Gyrus, pars opercularis",L G_front_inf-Opercular,Background,Background,GM Broca's area BA44 L,left_VENTROLATERAL_PREFRONTAL_CORTEX,SalVentAttnA,SalVentAttnA,915,"[-54.10293240599608, 11.322261377716558, 1.9326211539627423]"
916,Background,Background,Background,Splenium of corpus callosum,WM Fornix,THALAMUS_dorsal,Background,Background,916,"[-0.005891729570279836, -14.656370141636145, 8.305080410662285]"
917,Precuneous Cortex,R S_subparietal,Background,Superior corona radiata L,Background,POSTERIOR_CINGULATE_CORTEX,DefaultB,ContC,917,"[9.321510774678174, -50.864173348353134, 38.50568294249055]"
918,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),R G_and_S_cingul-Mid-Post,Background,Background,GM Premotor cortex BA6 R,SOMATOMOTOR_NETWORK_anteromedial,SomMotA,SomMotA,918,"[10.705944590530919, -8.64646572455483, 51.406455489751096]"
919,Background,Background,Left VIIb,Background,Background,CEREBELLUM_VIIIab,Background,Background,919,"[14.332872442765563, -67.33280445738282, -49.356606803026565]"
920,Frontal Pole,R S_front_middle,Background,Background,Background,right_MIDDLE_FRONTAL_GYRUS_anterior,SalVentAttnA,SalVentAttnB,920,"[33.712029242553285, 45.117461779408444, 22.08163016658216]"
921,Precentral Gyrus,L S_precentral-inf-part,Background,Background,WM Corticospinal tract L,left_MIDDLE_FRONTAL_GYRUS_posterocaudal,DorsAttnB,ContA,921,"[-47.21160424268071, -1.0263871204608677, 36.96879404689237]"
922,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp L,left_DORSAL_VISUAL_STREAM_ventral,DorsAttnB,DorsAttnA,922,"[-26.557621143035803, -76.28465238443133, 40.59836054579405]"
923,Frontal Pole,R S_orbital_lateral,Background,Background,Background,right_PARS_ORBITALIS,ContA,SalVentAttnB,923,"[35.39588067449665, 41.317810199271605, 6.679593648009643]"
924,"Superior Temporal Gyrus, posterior division",R S_temporal_transverse,Background,Background,GM Inferior parietal lobule PF R,HESCHLS GYRUS,SomMotA,TempPar,924,"[53.74535059257104, -34.12836588120311, 6.6915933763725235]"
925,"Supramarginal Gyrus, anterior division",L G_postcentral,Background,Background,GM Inferior parietal lobule PFt L,SUPRAMARGINAL_GYRUS,SalVentAttnA,DorsAttnB,925,"[-65.21231548390378, -23.669631993765947, 40.46028839954103]"
926,Occipital Pole,R G_occipital_sup,Background,Background,Background,MEDIODORSAL_VISUAL_NETWORK_posterior,VisCent,VisPeri,926,"[21.552061469504935, -87.4437439965116, 39.77508842400343]"
927,"Lateral Occipital Cortex, superior division",L G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultA,927,"[-44.34969929926338, -64.82068604030844, 31.672104667260413]"
928,Middle Frontal Gyrus,L G_front_middle,Background,Background,Background,left_MIDDLE_FRONTAL_GYRUS_anterior,ContA,ContB,928,"[-39.4753957054439, 29.647949464907867, 40.681941294901534]"
929,Temporal Occipital Fusiform Cortex,L G_oc-temp_lat-fusifor,Left VI,Background,Background,CEREBELLUM_VI_dorsal,Background,Background,929,"[-17.97183937258751, -57.52189772445179, -18.615610337275456]"
930,Background,Background,Left VI,Unclassified,Background,CEREBELLUM_VI_anterior,Background,Background,930,"[-13.671780174629973, -63.987593935831654, -26.605065200158343]"
931,"Inferior Temporal Gyrus, temporooccipital part",R S_oc-temp_lat,Background,Background,GM Visual cortex V4 R,FUSIFORM_GYRUS_ventrolateral,VisCent,DorsAttnA,931,"[45.46423411289726, -59.53960472572338, -14.070680854156663]"
932,"Temporal Fusiform Cortex, posterior division",R G_oc-temp_lat-fusifor,Right V,Unclassified,Background,CEREBELLUM_I-V,Background,DorsAttnA,932,"[27.82460619175791, -34.70212474923436, -30.48634519565212]"
933,Frontal Pole,R G_front_middle,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterororstral,DefaultB,DefaultB,933,"[20.06975867789295, 62.91656785657079, 22.61888653782863]"
934,Background,Background,Background,Tapetum R,WM Callosal body,Background,Background,Background,934,"[-21.375812732308034, -37.85054302559557, 22.266006911119405]"
935,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA3b R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,935,"[43.77054536832878, -18.876514881112413, 52.37964103015429]"
936,Occipital Fusiform Gyrus,R S_collat_transv_post,Background,Background,GM Visual cortex V3V R,VENTRAL_VISUAL_NETWORK_lateral,Background,VisCent,936,"[25.484840473998474, -82.10626629907654, -0.6776460783026863]"
937,"Superior Temporal Gyrus, posterior division",R G_temp_sup-Lateral,Background,Background,Background,right_MIDDLE_TEMPORAL_GYRUS_posterior,SomMotA,TempPar,937,"[65.33693716299771, -17.4288091723068, -5.684005259684554]"
938,Precuneous Cortex,L S_parieto_occipital,Background,Background,GM Visual cortex V2 BA18 L,PARIETO_OCCIPITAL_SULCUS,DefaultB,DefaultC,938,"[-10.391804760591697, -62.436617621184666, 19.204648454018013]"
939,"Supramarginal Gyrus, anterior division",R G_and_S_subcentral,Background,Background,GM Inferior parietal lobule PFop R,SUPRAMARGINAL_GYRUS,SalVentAttnA,DorsAttnB,939,"[58.336955445675954, -16.667500927510105, 25.634136526092206]"
940,Cuneal Cortex,R G_occipital_sup,Background,Background,GM Superior parietal lobule 7P R,MEDIODORSAL_VISUAL_NETWORK_posterior,VisCent,ContC,940,"[8.824563466847621, -82.54606370639146, 45.74152010618191]"
941,Background,Background,Background,Cerebral peduncle R,GM Medial geniculate body L,Background,Background,Background,941,"[-9.621798275867434, -21.209163157478685, -11.873306833209]"
942,Middle Frontal Gyrus,L S_front_inf,Background,Background,GM Broca's area BA44 L,left_MIDDLE_FRONTAL_GYRUS_posterorostral,ContA,ContB,942,"[-42.30146911920987, 14.894298465273948, 34.466744004371606]"
943,Frontal Pole,R G_and_S_transv_frontopol,Background,Background,Background,DORSOMEDIAL_PREFRONTAL_CORTEX_anterororstral,DefaultB,DefaultA,943,"[16.884603786914766, 66.05352664262182, 11.380587045418721]"
944,"Supramarginal Gyrus, posterior division",L G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PFm L,left_INFERIOR_PARIETAL_LOBULE,ContA,ContB,944,"[-59.09040061137674, -51.264657710967455, 46.082541541858944]"
945,"Inferior Frontal Gyrus, pars opercularis",L S_front_inf,Background,Superior longitudinal fasciculus R,GM Broca's area BA44 L,left_INFERIOR_FRONTAL_SULCUS,ContA,ContA,945,"[-38.421750247790456, 15.405093954175953, 26.342862008634853]"
946,"Cingulate Gyrus, posterior division",L S_pericallosal,Background,Genu of corpus callosum,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,ContA,ContC,946,"[-0.14723424081296344, -28.172203249273153, 27.086341414288626]"
947,Superior Frontal Gyrus,L G_front_sup,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior,SalVentAttnA,SalVentAttnB,947,"[-9.111996531160045, 10.993646756977483, 71.22456782271635]"
948,Background,L S_precentral-inf-part,Background,Superior longitudinal fasciculus R,WM Superior occipito-frontal fascicle L,left_INFERIOR_FRONTAL_SULCUS,Background,Background,948,"[-30.00291954920324, 5.138292130446558, 22.58388745774961]"
949,Frontal Pole,R S_front_middle,Background,Retrolenticular part of internal capsule L,Background,right_MIDDLE_FRONTAL_GYRUS_anterior,Background,SalVentAttnB,949,"[19.79746825730257, 43.58693143123716, 23.016453933600815]"
950,"Supramarginal Gyrus, posterior division",R S_interm_prim-Jensen,Background,Background,GM Inferior parietal lobule PFm R,right_INFERIOR_PARIETAL_LOBULE,DefaultB,SalVentAttnB,950,"[55.02776096952363, -42.16832813407056, 29.945627618551526]"
951,Planum Temporale,L S_temporal_transverse,Background,Background,GM Primary auditory cortex TE1.0 L,SUPERIOR_TEMPORAL_GYRUS_middle,SomMotA,SomMotB,951,"[-53.75843076193134, -22.65812700437843, 4.6064459636403825]"
952,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L G_and_S_paracentral,Background,Background,GM Premotor cortex BA6 L,SUPERIOR_PARIETAL_LOBULE,SomMotA,SomMotA,952,"[-0.37816450324736195, -9.016246873879993, 74.96395385265507]"
953,Precuneous Cortex,L G_parietal_sup,Background,Background,GM Superior parietal lobule 7A L,PRECUNEUS_dorsal,DorsAttnB,DorsAttnB,953,"[-10.865029279832257, -59.61682955927752, 61.58272567233189]"
954,Precuneous Cortex,R G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5M R,PRECUNEUS_dorsal,SalVentAttnA,DorsAttnB,954,"[1.207110818520647, -44.636021052143306, 58.03896563537583]"
955,Precentral Gyrus,R S_central,Background,Fornix (cres) / Stria terminalis (can not be resolved with current resolution) L,GM Primary somatosensory cortex BA3a R,SOMATOMOTOR_NETWORK_ventrolateral,SomMotA,SomMotB,955,"[49.16275645470503, -6.355909750822832, 30.475311494367148]"
956,Background,R S_orbital-H_Shaped,Background,Retrolenticular part of internal capsule L,WM Callosal body,CAUDATE_ventral,Background,Background,956,"[18.29377075415141, 33.91893360312554, -4.869386974161131]"
957,Background,Background,Background,Posterior corona radiata R,WM Superior longitudinal fascicle L,Background,Background,Background,957,"[-28.444328773465173, -24.624703618737982, 30.62071321338614]"
958,Occipital Fusiform Gyrus,L G_and_S_occipital_inf,Left Crus I,Background,GM Visual cortex V4 L,CEREBELLUM_CRUSI,VisCent,VisCent,958,"[-25.5004651231215, -86.4406537778938, -23.166612139414248]"
959,Precentral Gyrus,R G_precentral,Background,Background,WM Corticospinal tract R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,959,"[25.25130747911848, -23.75168261896529, 65.6955348913186]"
960,Postcentral Gyrus,R G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5L R,PRECUNEUS_dorsal,SomMotA,SomMotA,960,"[3.9533002294348876, -43.77259551682981, 75.12362600185767]"
961,Precentral Gyrus,R G_and_S_paracentral,Background,Background,GM Primary motor cortex BA4a R,SOMATOMOTOR_NETWORK_medial,SomMotA,SomMotA,961,"[8.239014450784325, -29.040545663774324, 54.971557532167395]"
962,Middle Frontal Gyrus,L S_precentral-inf-part,Background,Background,GM Broca's area BA44 L,left_MIDDLE_FRONTAL_GYRUS_posterocaudal,ContA,DefaultB,962,"[-39.791547812974414, 5.569557928549358, 44.42467534326286]"
963,"Cingulate Gyrus, posterior division",R S_cingul-Marginalis,Background,External capsule L,WM Cingulum R,POSTERIOR_CINGULATE_CORTEX,SalVentAttnA,SalVentAttnA,963,"[12.394574145269587, -27.508819803338042, 34.69292435798367]"
964,Postcentral Gyrus,L G_and_S_paracentral,Background,Background,GM Superior parietal lobule 5L L,SUPERIOR_PARIETAL_LOBULE,SomMotA,SomMotA,964,"[-11.244163036843972, -40.81452873342444, 67.74620468708866]"
965,Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),L G_and_S_cingul-Mid-Ant,Background,Background,GM Premotor cortex BA6 L,PRE_SUPPLEMENTARY_MOTOR_CORTEX_anterior,SalVentAttnA,SalVentAttnA,965,"[-8.591548810174913, 9.545265359072062, 54.08337371060446]"
966,Background,Background,Background,Splenium of corpus callosum,WM Fornix,THALAMUS_dorsal,Background,Background,966,"[-0.3778376635930414, -1.4938013134362507, 1.9739799891713403]"
967,"Cingulate Gyrus, posterior division",L S_pericallosal,Background,Genu of corpus callosum,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,ContA,ContC,967,"[0.6365971247060855, -17.148422972824264, 29.174271453291595]"
968,"Cingulate Gyrus, posterior division",L S_pericallosal,Background,Cingulum (cingulate gyrus) R,WM Cingulum L,POSTERIOR_CINGULATE_CORTEX,Background,ContC,968,"[-14.557415157019562, -36.17955728922834, 30.83324865514959]"
969,Postcentral Gyrus,R S_cingul-Marginalis,Background,Background,GM Superior parietal lobule 5M R,INFERIOR_MARGINAL_SULCUS,SomMotA,SomMotA,969,"[10.222736380208786, -39.65970585126993, 61.50064395229947]"
970,Postcentral Gyrus,L S_central,Background,Superior longitudinal fasciculus R,GM Primary motor cortex BA4p L,SOMATOMOTOR_NETWORK_lateral,SomMotA,SomMotB,970,"[-45.89675267469928, -15.361532060840489, 36.83433574066751]"
971,"Middle Temporal Gyrus, temporooccipital part",L G_temporal_middle,Background,Background,GM Inferior parietal lobule PFm L,left_ANGULAR_GYRUS,SalVentAttnA,TempPar,971,"[-63.060059640927, -58.344993596113625, 9.659379887437453]"
972,"Cingulate Gyrus, anterior division",L S_suborbital,Background,Anterior corona radiata R,WM Cingulum L,PERIGENUAL_ANTERIOR_CINGULATE_CORTEX,DefaultB,DefaultA,972,"[-8.741464453785042, 37.494105028627104, -5.458977789135048]"
973,Middle Frontal Gyrus,R G_front_middle,Background,Background,GM Premotor cortex BA6 R,FRONTAL_EYE_FIELD,ContA,ContA,973,"[35.29803389110802, 3.127804424004779, 56.55608900968144]"
974,Background,Background,Background,Cerebral peduncle L,Background,PUTAMEN_anterior,Background,Background,974,"[-16.92467701980209, 3.3904642580995983, 0.2945520683773566]"
975,Frontal Pole,L G_orbital,Background,Background,Background,LATERAL_ORBITAL_GYRUS,DefaultB,DefaultB,975,"[-43.397846479501204, 46.5712399562409, -15.569116759016971]"
976,Angular Gyrus,R G_pariet_inf-Supramar,Background,Background,GM Inferior parietal lobule PFm R,right_ANGULAR_GYRUS,DefaultB,DefaultA,976,"[64.45465503080291, -47.24021158546978, 23.010653169022845]"
977,"Middle Temporal Gyrus, temporooccipital part",L G_temporal_middle,Background,Background,Background,left_MIDDLE_TEMPORAL_GYRUS_posterior,DefaultB,TempPar,977,"[-65.28156672022934, -47.67998479963741, 2.760072433461062]"
978,"Lateral Occipital Cortex, superior division",R S_oc_sup_and_transversal,Background,Background,Background,right_DORSAL_VISUAL_STREAM_ventral,VisCent,DorsAttnA,978,"[27.89020157403489, -75.19296878950213, 33.42389117939334]"
979,Frontal Pole,L S_orbital_lateral,Background,Background,Background,left_VENTROLATERAL_PREFRONTAL_CORTEX,ContA,ContB,979,"[-44.729990002371935, 45.23658808733225, -5.216580728720771]"
980,Heschl's Gyrus (includes H1 and H2),R G_Ins_lg_and_S_cent_ins,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) L,GM Insula Ig2 R,HESCHLS GYRUS,SomMotA,SomMotB,980,"[40.408559675779344, -18.02887569979532, 10.281461854661003]"
981,Background,Background,Vermis IX,Inferior cerebellar peduncle L,Background,CEREBELLUM_IX_dorsal,Background,Background,981,"[0.14412234910405175, -58.31772743219483, -30.921244263215996]"
982,"Inferior Temporal Gyrus, temporooccipital part",L S_oc-temp_lat,Background,Sagittal stratum (include inferior longitidinal fasciculus and inferior fronto-occipital fasciculus) R,WM Optic radiation L,FUSIFORM_GYRUS_ventrolateral,DorsAttnB,DorsAttnA,982,"[-47.54423092885173, -48.50191041178613, -10.041298869660281]"
983,Angular Gyrus,L S_interm_prim-Jensen,Background,Background,GM Inferior parietal lobule Pga L,left_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultB,983,"[-53.119322736571426, -56.2238423012614, 30.642893258562808]"
984,Background,Background,Right Crus I,Unclassified,Background,right_CEREBELLUM_CRUSII_anterior,Background,Background,984,"[36.14459797091578, -56.739054013531955, -39.92337127838959]"
985,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary somatosensory cortex BA2 R,right_SOMATOMOTOR_NETWORK_dorsolateral,SomMotA,SomMotA,985,"[38.756607443274135, -31.937446711078906, 54.67094510812515]"
986,Background,Background,Right VI,Medial lemniscus L,Background,CEREBELLUM_VI_dorsal,Background,Background,986,"[14.82751778739383, -60.395353163525556, -20.91672936402813]"
987,"Lateral Occipital Cortex, superior division",R G_parietal_sup,Background,Background,GM Superior parietal lobule 7A R,DORSAL_VISUAL_STREAM_superior,DorsAttnB,DorsAttnA,987,"[22.02270366045792, -63.62759748543192, 65.84004038499631]"
988,"Lateral Occipital Cortex, superior division",R G_pariet_inf-Angular,Background,Background,GM Inferior parietal lobule PGp R,right_INFERIOR_PARIETAL_LOBULE,DefaultB,DefaultC,988,"[50.07526956934794, -73.21565061977303, 32.97710643159952]"
989,Background,Background,Background,Cerebral peduncle L,Background,CAUDATE,Background,Background,989,"[13.447843401985338, 2.951880305352205, 13.279186717218693]"
990,Paracingulate Gyrus,L S_suborbital,Background,Background,Background,VENTRAL_MEDIAL_PREFRONTAL_CORTEX_anterior,DefaultB,DefaultA,990,"[-10.993069017706546, 52.6485773738909, -3.2981370703525954]"
991,Postcentral Gyrus,R G_postcentral,Background,Background,GM Primary motor cortex BA4a R,SOMATOMOTOR_NETWORK_mediolateral,SomMotA,SomMotA,991,"[18.11655521149008, -31.373382900145415, 69.88915600177816]"
